MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,Feature1stFlrSF,Feature2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Feature3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,HasPool,Has2ndFloor,HasGarage,HasBsmt,HasFireplace,BltSoldYrDiff,TotalSF,TotalBathr,TotalPorchSF,SalePrice
50,5,60.0,10320,1,0,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,1,8,8,2,0.0,3,4,1,4,4,4,6,0,6,0,756,756,1,0,1,5,756,713,0,1469,0,0,1,0,3,1,4,7,7,0,3,5,1906.0,3,1,216,5,5,2,57,0,239,0,0,0,3,2,1,0,6,2008,9,4,0,1,1,1,0,102,2225,1.0,296,135000
160,5,21.0,1680,1,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,7,1,381.0,3,4,1,4,4,4,6,0,6,0,525,525,1,4,1,5,525,567,0,1092,0,0,1,1,3,1,4,6,7,0,3,5,1971.0,3,1,264,5,5,2,0,0,0,0,0,0,3,4,1,0,3,2010,9,3,0,1,1,1,0,39,1617,1.5,0,88000
20,4,72.0,10007,1,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,54.0,2,4,1,4,4,4,0,806,6,0,247,1053,1,0,1,5,1053,0,0,1053,1,0,1,1,3,1,2,5,7,0,3,1,1959.0,2,1,312,5,5,2,0,0,0,0,0,0,3,2,1,0,8,2008,9,4,0,0,1,1,0,49,2106,2.5,0,145500
70,4,60.0,7200,1,1,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,1,12,16,2,0.0,3,1,0,2,4,4,6,0,6,0,776,776,1,4,1,5,851,651,0,1502,0,0,1,1,3,1,4,6,7,1,2,1,1931.0,2,1,270,5,5,1,0,0,112,0,0,0,3,2,1,0,2,2008,9,4,0,1,1,1,1,77,2278,1.5,112,149000
50,4,78.0,17503,1,1,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,1,13,14,2,0.0,3,4,1,4,4,4,6,0,6,0,912,912,1,4,1,5,912,546,0,1458,0,1,1,0,3,1,4,6,7,1,2,1,1948.0,3,1,330,5,5,2,192,0,0,0,0,0,3,4,1,0,1,2010,9,0,0,1,1,1,1,62,2370,1.5,192,97500
20,4,75.0,9937,1,1,3,3,0,0,0,7,2,2,0,2,5,7,1964,1999,3,1,8,8,2,0.0,3,2,2,4,4,4,1,637,6,0,849,1486,1,0,1,5,1486,0,0,1486,1,0,1,0,3,1,4,7,7,0,3,5,1968.0,0,2,480,5,5,2,0,0,0,0,0,0,3,2,1,0,3,2009,9,4,0,0,1,1,0,45,2972,2.0,0,167000
60,4,68.0,12384,1,1,3,3,0,1,0,14,2,2,0,5,7,7,1976,1976,1,1,10,11,1,233.0,3,4,1,2,4,4,6,0,6,0,793,793,1,4,1,5,1142,793,0,1935,0,0,2,1,3,1,4,7,7,1,5,1,1976.0,2,2,550,5,5,2,0,113,252,0,0,0,3,4,1,0,11,2007,9,4,0,1,1,1,1,31,2728,2.5,365,197900
20,4,120.0,13560,1,1,3,3,0,0,0,12,2,2,0,2,6,3,1968,1968,3,1,14,15,1,216.0,3,4,1,1,0,4,6,0,6,0,1392,1392,1,2,1,5,1392,0,0,1392,1,0,1,0,2,1,4,5,1,2,5,1,1968.0,2,2,576,5,5,2,0,0,240,0,0,0,3,4,1,0,7,2009,9,4,0,0,1,1,1,41,2784,2.0,240,110000
85,4,90.0,10012,1,1,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,1,10,11,2,0.0,3,4,1,2,4,0,1,920,5,180,38,1138,1,4,1,5,1181,0,0,1181,1,0,2,0,3,1,4,6,7,0,3,5,1974.0,2,2,588,5,5,2,0,0,180,0,0,0,3,2,1,0,4,2008,9,4,0,0,1,1,0,36,2319,3.0,180,137500
60,4,106.0,11194,1,1,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,1,13,14,1,40.0,2,4,2,2,4,4,6,0,6,0,1406,1406,1,0,1,5,1454,482,0,1936,0,0,2,1,3,1,2,7,7,1,5,1,2000.0,2,2,504,5,5,2,188,124,0,0,0,0,3,4,1,0,11,2006,9,4,0,1,1,1,1,6,3342,2.5,312,230500
60,4,68.0,18450,1,1,0,3,0,4,0,12,2,2,0,5,6,5,1965,1979,0,5,10,11,0,113.0,3,2,1,2,4,4,3,187,5,723,111,1021,1,4,1,5,1465,915,0,2380,0,0,2,1,3,1,4,7,6,1,4,4,1965.0,3,2,596,5,5,2,0,265,0,0,0,0,3,4,1,0,8,2007,9,0,0,1,1,1,1,42,3401,2.5,265,129000
20,4,65.0,8125,1,1,3,3,0,4,0,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,258.0,3,4,2,2,4,4,2,1138,6,0,270,1408,1,0,1,5,1679,0,0,1679,1,0,2,0,3,1,2,7,7,1,1,1,1994.0,2,2,575,5,5,2,224,42,0,0,0,0,3,4,1,0,10,2008,9,4,0,0,1,1,1,14,3087,3.0,266,193500
20,4,68.0,14175,1,1,3,0,0,0,1,19,2,2,0,2,5,6,1956,1987,1,1,5,15,2,0.0,3,4,1,4,4,4,5,988,6,0,200,1188,1,2,1,5,1437,0,0,1437,1,0,1,1,3,1,4,6,3,1,5,5,1999.0,3,2,576,5,5,2,304,0,0,0,0,0,3,4,1,0,11,2006,9,4,0,0,1,1,1,50,2625,2.5,304,168000
30,4,80.0,11600,1,1,3,3,0,4,0,6,2,2,0,2,4,5,1922,1950,1,1,8,8,2,0.0,3,4,0,1,4,4,6,0,6,0,700,700,1,0,1,5,1180,0,0,1180,0,0,1,0,2,1,1,5,7,1,2,5,1922.0,3,1,252,5,1,2,0,0,67,0,0,0,3,4,1,0,7,2006,9,4,0,0,1,1,1,84,1880,1.0,67,137500
60,4,64.0,8633,1,1,3,3,0,2,0,5,2,2,0,5,6,5,2005,2005,1,1,13,14,2,0.0,2,4,2,2,4,4,2,193,6,0,545,738,1,0,1,5,738,738,0,1476,1,0,2,1,3,1,2,7,7,0,3,1,2005.0,0,2,540,5,5,2,100,35,0,0,0,0,3,4,1,0,2,2009,9,4,0,1,1,1,0,4,2214,3.5,135,173500
70,3,54.0,6629,1,1,3,3,0,4,0,7,0,2,0,5,6,6,1925,1950,2,1,14,15,2,0.0,3,2,0,4,4,4,1,551,6,0,121,672,1,4,0,5,697,672,0,1369,1,0,2,0,3,1,4,6,7,0,3,5,1930.0,3,1,300,5,5,2,147,0,0,0,0,0,3,4,1,0,7,2009,9,4,0,1,1,1,0,84,2041,3.0,147,103600
20,4,68.0,11250,1,1,0,3,0,4,0,24,2,2,0,2,6,6,1977,1977,1,1,10,11,2,0.0,2,4,1,2,4,4,0,767,6,0,441,1208,1,4,1,5,1208,0,0,1208,1,0,1,1,3,1,4,6,7,1,5,1,1977.0,2,2,546,5,5,2,198,42,0,0,0,0,3,4,1,0,6,2006,9,4,0,0,1,1,1,29,2416,2.5,240,165000
20,4,110.0,14442,1,1,3,3,0,4,0,6,2,2,0,2,6,7,1957,2004,3,1,5,5,1,106.0,3,4,2,4,4,4,2,1186,6,0,291,1477,1,0,1,5,1839,0,0,1839,1,0,2,0,3,1,2,7,7,2,5,1,1957.0,0,2,416,5,5,2,0,87,0,0,200,0,3,4,1,0,6,2007,9,4,0,0,1,1,1,50,3316,3.0,287,257500
20,4,80.0,9200,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1965,1965,1,1,6,6,2,0.0,3,4,1,4,4,4,5,892,6,0,244,1136,1,4,1,5,1136,0,0,1136,1,0,1,0,3,1,4,5,7,1,2,1,1965.0,2,1,384,5,5,2,426,0,0,0,0,0,3,4,1,0,7,2008,9,4,0,0,1,1,1,43,2272,2.0,426,140000
160,4,24.0,2289,1,1,3,3,0,4,0,13,2,2,3,5,6,6,1978,1978,1,1,10,2,2,0.0,3,4,1,4,4,4,0,311,6,0,544,855,1,4,1,5,855,586,0,1441,0,0,2,1,3,1,4,7,7,1,5,1,1978.0,3,2,440,5,5,2,28,0,0,0,0,0,3,4,1,0,4,2009,9,4,0,1,1,1,1,31,2296,2.5,28,148500
70,5,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,5,4,2,1900,1950,1,1,0,13,2,0.0,3,4,0,4,0,4,6,0,6,0,1095,1095,2,1,0,5,1095,679,0,1774,1,0,2,0,4,2,4,8,3,0,3,0,1920.0,3,3,779,1,1,0,0,0,90,0,0,0,3,4,1,0,5,2006,9,4,0,1,1,1,0,106,2869,3.0,90,87000
30,4,52.0,9022,1,1,3,3,0,4,0,17,2,2,0,2,5,8,1924,2006,1,1,13,14,2,0.0,2,4,0,4,4,4,6,0,6,0,768,768,1,0,1,5,792,0,0,792,0,0,1,0,2,1,2,5,7,0,3,5,1924.0,3,1,240,1,1,0,316,0,120,0,0,0,3,4,1,0,5,2009,9,4,0,0,1,1,0,85,1560,1.0,436,109500
20,4,68.0,9945,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1961,1961,3,1,14,15,1,57.0,3,4,1,4,4,4,5,827,6,0,161,988,1,4,1,5,988,0,0,988,1,0,1,0,3,1,4,5,7,0,3,5,1963.0,3,2,572,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2007,9,4,0,0,1,1,0,46,1976,2.0,0,128500
120,4,50.0,8012,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1980,1980,1,1,10,11,2,0.0,3,4,1,2,4,4,1,543,1,119,261,923,1,4,1,5,923,0,0,923,0,0,2,0,2,1,4,5,7,1,5,1,1980.0,2,1,264,5,5,2,80,0,0,0,0,0,3,4,1,0,5,2010,9,4,0,0,1,1,1,30,1846,2.0,80,143000
50,3,55.0,4500,1,2,1,0,0,4,0,18,2,2,0,0,5,5,1932,2000,1,1,13,13,2,0.0,3,4,0,4,4,4,5,182,6,0,611,793,1,0,1,5,848,672,0,1520,0,0,1,0,3,1,4,6,7,0,3,5,1968.0,3,1,281,5,5,2,0,0,56,0,0,0,3,4,1,0,7,2009,9,0,0,1,1,1,0,77,2313,1.0,56,159434
120,4,68.0,2887,1,1,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,1,14,15,2,0.0,3,4,2,2,4,2,2,1003,6,0,288,1291,1,0,1,5,1291,0,0,1291,1,0,1,0,2,1,2,6,7,1,2,1,1996.0,3,2,431,5,5,2,307,0,0,0,0,0,3,4,1,0,11,2008,9,4,0,0,1,1,1,12,2582,2.0,307,173000
20,4,90.0,11248,1,1,0,3,0,0,0,5,2,2,0,2,9,5,2002,2002,3,1,13,14,3,215.0,2,4,2,2,4,0,2,1059,6,0,567,1626,1,0,1,5,1668,0,0,1668,1,0,2,0,3,1,2,7,7,1,5,1,2002.0,0,3,702,5,5,2,257,45,0,0,0,0,3,4,1,0,7,2007,9,4,0,0,1,1,1,5,3294,3.0,302,285000
60,4,58.0,16770,1,1,1,3,0,1,0,15,2,2,0,5,7,5,1998,1998,1,1,13,14,1,30.0,2,4,2,2,4,4,6,0,6,0,1195,1195,1,2,1,5,1195,644,0,1839,0,0,2,1,4,1,4,7,7,0,3,1,1998.0,0,2,486,5,5,2,0,81,0,0,0,0,3,4,1,0,6,2010,9,4,0,1,1,1,0,12,3034,2.5,81,221000
160,4,68.0,5062,1,1,0,3,0,1,0,22,2,2,4,5,7,5,1984,1984,1,1,6,6,2,0.0,2,4,1,2,4,2,2,828,3,182,180,1190,1,2,1,5,1190,900,0,2090,1,0,2,0,3,1,2,6,2,1,5,1,1984.0,0,2,577,5,5,2,219,0,0,0,0,0,3,4,1,0,9,2007,9,4,0,1,1,1,1,23,3280,3.0,219,207500
60,1,84.0,10207,1,1,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,13,14,2,0.0,2,4,2,2,4,4,6,0,6,0,874,874,1,0,1,5,874,887,0,1761,0,0,3,0,3,1,2,7,7,0,3,1,2007.0,0,2,578,5,5,2,144,105,0,0,0,0,3,4,1,0,8,2007,7,5,0,1,1,1,0,0,2635,3.0,249,227875
160,1,68.0,5105,1,1,1,3,0,2,0,21,2,2,4,5,7,5,2004,2004,1,1,8,8,2,0.0,2,4,2,2,4,4,2,239,6,0,312,551,1,0,1,5,551,551,0,1102,0,0,2,1,2,1,2,4,7,0,3,5,2004.0,3,2,480,5,5,2,0,60,0,0,0,0,3,4,1,0,3,2007,9,4,0,1,1,1,0,3,1653,2.5,60,148800
120,4,61.0,7577,1,1,0,3,0,0,0,16,2,2,4,2,6,5,2005,2006,1,1,13,14,3,256.0,2,4,2,2,4,0,0,20,6,0,1342,1362,1,0,1,5,1362,0,0,1362,0,0,2,0,2,1,2,6,7,1,2,1,2005.0,2,2,460,5,5,2,192,28,0,0,0,0,3,4,1,0,6,2007,9,4,0,0,1,1,1,2,2724,2.0,220,194700
120,5,68.0,4426,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,13,14,1,147.0,2,4,2,2,4,1,2,697,6,0,151,848,1,0,1,5,848,0,0,848,1,0,1,0,1,1,2,3,7,1,5,1,2004.0,2,2,420,5,5,2,149,0,0,0,0,0,3,4,1,0,5,2008,9,4,0,0,1,1,1,4,1696,2.0,149,141000
60,4,42.0,26178,1,1,0,3,0,4,1,23,2,2,0,5,7,5,1989,1990,3,1,8,8,1,293.0,2,4,2,2,4,1,2,965,6,0,245,1210,1,0,1,5,1238,1281,0,2519,1,0,2,1,4,1,2,9,7,2,2,1,1989.0,2,2,628,5,5,2,320,27,0,0,0,0,3,4,1,0,4,2006,9,4,0,1,1,1,1,17,3729,3.5,347,335000
30,4,60.0,5400,1,1,3,3,0,0,2,17,2,2,0,2,5,6,1921,1968,1,1,8,8,2,0.0,3,4,0,4,4,4,6,0,6,0,1073,1073,1,0,1,5,1073,0,0,1073,0,0,1,0,2,1,4,4,7,0,3,5,1968.0,3,1,326,5,5,2,0,0,112,0,0,0,3,4,1,0,12,2006,9,0,0,0,1,1,0,85,2146,1.0,112,108480
50,5,51.0,6120,1,1,3,3,0,0,0,3,2,2,0,0,5,6,1936,1950,1,1,14,15,2,0.0,3,1,0,4,4,4,6,0,6,0,927,927,1,4,1,5,1067,472,0,1539,0,0,1,1,3,1,4,5,7,0,3,5,1995.0,3,2,576,5,5,2,112,0,0,0,0,0,3,2,1,0,4,2009,9,4,0,1,1,1,0,73,2466,1.5,112,141500
20,4,54.0,13811,1,1,0,3,0,4,0,23,2,2,0,2,6,6,1987,1987,1,1,6,6,1,72.0,3,4,1,2,1,4,2,980,3,40,92,1112,1,2,1,5,1137,0,0,1137,1,0,2,0,2,1,2,5,7,1,5,1,1987.0,3,2,551,5,5,2,125,0,0,0,0,0,3,4,1,0,7,2006,9,4,0,0,1,1,1,19,2249,3.0,125,176000
30,5,50.0,6000,1,1,3,3,0,4,0,3,2,2,0,2,5,7,1921,1950,1,1,14,16,2,0.0,3,4,1,4,4,4,3,616,6,0,0,616,1,2,1,5,616,0,0,616,0,0,1,0,2,1,4,4,7,0,3,5,1921.0,3,1,205,5,5,2,0,0,129,0,0,0,3,4,1,0,6,2006,9,4,0,0,1,1,0,85,1232,1.0,129,89000
20,4,57.0,6420,1,1,0,3,0,4,0,7,2,2,0,2,5,7,1952,1952,1,1,14,15,2,0.0,3,4,2,0,1,2,3,210,0,551,219,980,1,1,1,0,1148,0,0,1148,0,1,1,0,2,1,4,6,7,0,3,5,1952.0,3,1,308,5,5,2,0,0,0,0,0,0,3,4,1,0,9,2006,9,4,0,0,1,1,0,54,2128,1.5,0,123500
20,4,65.0,8450,1,1,3,3,0,4,0,19,5,2,0,2,5,8,1965,2009,1,1,8,8,2,0.0,3,2,1,4,4,4,2,553,1,117,224,894,1,0,1,5,894,0,0,894,1,0,1,0,3,1,4,5,7,1,2,5,1973.0,3,1,336,5,5,2,416,144,0,0,0,0,3,2,1,0,4,2010,9,4,0,0,1,1,1,45,1788,2.0,560,138500
120,1,59.0,4282,1,2,1,3,0,4,0,21,2,2,4,2,7,5,2004,2004,1,1,8,8,2,0.0,2,4,2,2,4,2,2,16,6,0,1375,1391,1,0,1,5,1391,0,0,1391,0,0,2,0,2,1,2,5,7,0,3,1,2004.0,2,2,530,5,5,2,156,158,0,0,0,0,3,4,1,0,7,2008,9,4,0,0,1,1,0,4,2782,2.0,314,196000
20,4,85.0,14331,1,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2002,3,1,13,14,1,630.0,2,4,2,0,4,1,2,1274,6,0,526,1800,1,0,1,5,1800,0,0,1800,1,0,2,0,3,1,2,7,7,1,2,1,2002.0,0,3,765,5,5,2,270,78,0,0,0,0,3,4,1,0,5,2006,9,4,0,0,1,1,1,4,3600,3.0,348,312500
20,4,80.0,9600,1,1,3,3,0,4,0,14,2,2,0,2,7,5,1969,1969,3,1,6,6,1,168.0,3,4,1,4,4,4,6,0,6,0,1164,1164,1,4,1,5,1164,0,0,1164,0,0,1,1,3,1,4,6,7,0,3,1,1969.0,3,2,528,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,0,4,0,0,1,1,0,37,2328,1.5,0,140000
190,5,76.0,7630,1,1,3,3,0,4,0,17,1,2,1,5,5,9,1900,1996,1,1,14,15,2,0.0,3,2,0,2,4,4,6,0,6,0,360,360,1,2,1,5,1032,780,0,1812,0,0,2,0,4,2,2,8,7,1,4,5,1999.0,3,2,672,5,5,0,344,0,40,0,0,0,3,2,1,0,5,2010,9,4,0,1,1,1,1,110,2172,2.0,384,140000
20,4,70.0,8400,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2004,2005,1,1,13,14,1,109.0,2,4,2,2,4,0,2,712,6,0,761,1473,1,0,1,5,1484,0,0,1484,1,0,2,0,3,1,2,7,7,0,3,1,2004.0,2,2,606,5,5,2,0,35,0,144,0,0,3,4,1,0,5,2010,9,4,0,0,1,1,0,6,2957,3.0,179,213000
190,5,70.0,5600,1,1,3,3,0,4,0,9,2,2,1,5,4,5,1930,1950,3,1,13,16,2,0.0,1,1,3,3,2,3,4,0,4,0,0,0,1,1,0,5,372,720,0,1092,0,0,2,0,3,2,1,7,4,0,3,6,1978.0,1,0,0,3,3,0,0,0,0,0,0,0,3,4,2,3500,7,2010,9,4,0,1,0,0,0,80,1092,2.0,0,55000
20,4,68.0,115149,1,1,1,2,0,1,2,4,2,2,0,2,7,5,1971,2002,1,1,10,11,3,351.0,3,4,1,2,4,1,2,1219,6,0,424,1643,1,4,1,5,1824,0,0,1824,1,0,2,0,2,1,2,5,7,2,5,1,1971.0,3,2,739,5,5,2,380,48,0,0,0,0,3,4,1,0,6,2007,9,4,0,0,1,1,1,36,3467,3.0,428,302000
120,4,48.0,6240,1,1,3,3,0,4,0,16,2,2,4,2,8,5,2006,2006,3,1,8,8,1,176.0,2,4,2,2,4,4,2,863,6,0,461,1324,1,0,1,5,1324,0,0,1324,1,0,2,0,2,1,2,6,7,1,2,1,2006.0,0,2,550,5,5,2,192,38,0,0,0,0,3,4,1,0,12,2009,9,4,0,0,1,1,1,3,2648,3.0,230,254000
60,4,65.0,9018,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2007,2007,3,1,13,14,2,0.0,2,4,2,2,4,0,6,0,6,0,728,728,1,0,1,5,728,728,0,1456,0,0,2,1,3,1,2,8,7,1,2,1,2007.0,0,2,400,5,5,2,100,24,0,0,0,0,3,4,1,0,7,2007,7,5,0,1,1,1,1,0,2184,2.5,124,179540
20,4,68.0,7162,1,1,0,3,0,4,0,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,41.0,3,4,2,4,4,4,6,0,6,0,876,876,1,4,1,5,904,0,0,904,0,0,1,0,3,1,4,6,7,0,3,1,1966.0,3,1,408,5,5,2,0,0,0,0,0,0,3,2,1,0,12,2008,9,0,0,0,1,1,0,42,1780,1.0,0,109900
30,4,56.0,4130,1,1,0,3,0,4,0,3,2,2,0,2,3,6,1935,2003,1,1,13,14,2,0.0,2,4,1,4,4,4,6,0,6,0,270,270,1,2,1,5,729,0,0,729,0,0,1,0,2,1,4,5,1,0,3,6,1978.0,1,0,0,3,3,0,0,0,0,0,0,0,3,4,1,0,7,2008,9,4,0,0,0,1,0,73,999,1.0,0,52000
50,0,66.0,8712,1,2,3,1,0,4,1,9,2,2,0,0,4,7,1900,1950,1,1,8,8,2,0.0,3,4,4,4,4,2,6,0,6,0,859,859,1,2,1,5,859,319,0,1178,0,0,1,0,2,1,4,7,7,0,3,5,1964.0,2,1,384,5,5,0,68,0,98,0,0,0,3,4,1,0,1,2010,9,0,0,1,1,1,0,110,2037,1.0,166,102776
120,4,40.0,4671,1,1,0,1,0,4,0,22,2,2,4,2,8,5,1988,1989,1,1,6,6,2,0.0,2,4,2,2,4,2,2,767,6,0,461,1228,1,2,1,5,1228,0,0,1228,1,0,2,0,2,1,2,5,7,1,2,1,1988.0,0,2,472,5,5,2,168,120,0,0,0,0,3,4,1,0,10,2008,9,4,0,0,1,1,1,20,2456,3.0,288,189000
190,4,60.0,9873,1,1,3,3,0,4,0,3,6,2,1,2,4,5,1970,1970,1,1,6,6,1,160.0,3,4,1,4,4,0,0,789,6,0,171,960,2,4,0,5,960,0,0,960,1,0,1,0,3,1,4,6,7,0,3,5,1970.0,3,2,576,5,5,2,0,288,0,0,0,0,3,4,1,0,5,2006,9,4,0,0,1,1,0,36,1920,2.0,288,129000
60,4,68.0,13517,1,1,0,3,0,1,0,19,5,2,0,5,6,8,1976,2005,1,1,6,11,1,289.0,2,4,1,4,4,4,2,533,6,0,192,725,1,0,1,5,725,754,0,1479,0,0,2,1,3,1,2,6,7,0,3,1,1976.0,2,2,475,5,5,2,0,44,0,0,0,0,3,4,1,0,3,2010,9,4,0,1,1,1,0,34,2204,2.5,44,130500
20,4,78.0,10140,1,1,3,3,0,4,0,14,2,2,0,2,6,5,1974,1974,3,1,6,6,1,174.0,3,4,1,2,4,4,6,0,6,0,1064,1064,1,4,1,5,1350,0,0,1350,0,0,2,0,3,1,4,7,7,1,5,1,1974.0,2,2,478,5,5,2,0,0,0,0,0,0,3,2,1,0,8,2009,9,4,0,0,1,1,1,35,2414,2.0,0,165000
70,5,60.0,10800,1,0,3,0,0,4,0,17,2,2,0,5,7,8,1890,1998,1,1,14,14,2,0.0,3,2,0,4,4,4,6,0,6,0,718,718,1,0,1,5,1576,978,0,2554,0,0,1,1,3,1,4,8,7,0,3,5,1996.0,3,2,704,5,5,1,0,48,143,0,0,0,3,4,1,0,7,2007,9,4,0,1,1,1,0,117,3272,1.5,191,159500
20,4,80.0,10000,1,1,3,3,0,4,0,14,2,2,0,2,5,6,1973,2000,1,1,6,6,2,0.0,3,4,1,2,4,4,1,1084,6,0,92,1176,1,2,1,5,1178,0,0,1178,0,1,1,1,3,1,2,5,7,1,1,1,1973.0,3,2,439,5,5,2,224,0,0,0,0,0,3,2,1,0,11,2008,9,4,0,0,1,1,1,35,2354,2.0,224,157000
20,4,69.0,9920,1,1,0,3,0,4,0,5,2,2,0,2,5,6,1969,1969,1,1,6,11,2,0.0,3,4,1,2,4,1,0,523,6,0,448,971,1,4,1,5,971,0,0,971,0,0,1,1,3,1,4,5,7,1,4,1,1969.0,3,1,300,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2006,9,4,0,0,1,1,1,37,1942,1.5,0,128500
120,4,68.0,6563,1,1,0,2,0,1,1,22,2,2,0,2,8,5,1985,1985,1,1,6,6,2,0.0,2,4,2,2,4,1,2,1148,6,0,594,1742,1,4,1,5,1742,0,0,1742,1,0,2,0,2,1,2,5,7,1,5,1,1985.0,2,2,564,5,5,2,114,28,234,0,0,0,3,4,1,0,12,2006,9,4,0,0,1,1,1,21,3484,3.0,376,275000
120,5,68.0,4426,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,13,14,1,169.0,2,4,2,2,4,0,2,662,6,0,186,848,1,0,1,5,848,0,0,848,1,0,1,0,1,1,2,3,7,0,3,1,2004.0,2,2,420,5,5,2,160,0,0,0,0,0,3,4,1,0,5,2010,9,4,0,0,1,1,0,6,1696,2.0,160,143000
20,4,70.0,8120,1,1,3,3,0,4,0,12,2,2,0,2,4,7,1970,1970,1,1,8,8,2,0.0,3,2,1,4,4,4,0,191,6,0,673,864,1,0,1,5,864,0,0,864,0,0,1,0,3,1,4,5,7,0,3,5,1994.0,3,2,463,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2009,9,4,0,0,1,1,0,39,1728,1.0,0,124500
50,4,60.0,8172,1,1,3,3,0,4,0,7,2,2,0,0,4,6,1954,1972,1,1,8,8,2,0.0,3,4,2,4,4,4,6,0,6,0,941,941,1,0,1,5,997,473,0,1470,0,0,2,0,4,1,4,7,7,0,3,5,1958.0,3,1,548,5,5,2,0,0,0,0,156,0,3,4,1,0,5,2008,9,4,0,1,1,1,0,54,2411,2.0,156,135000
20,4,86.0,13286,1,1,0,3,0,4,0,7,2,2,0,2,9,5,2007,2008,3,1,5,5,3,340.0,0,4,2,0,4,4,2,1234,6,0,464,1698,1,0,1,5,1698,0,0,1698,1,0,2,0,3,1,0,8,7,1,2,1,2007.0,0,3,768,5,5,2,327,64,0,0,0,0,3,4,1,0,2,2009,9,4,0,0,1,1,1,2,3396,3.0,391,320000
20,4,60.0,6960,1,1,3,3,0,4,0,12,2,2,0,2,4,6,1970,1970,1,1,6,11,2,0.0,3,4,1,4,4,4,0,375,1,239,250,864,1,4,1,5,864,0,0,864,0,0,1,0,3,1,2,5,7,0,3,5,1989.0,3,2,660,5,5,2,96,0,0,0,0,0,3,4,3,500,11,2009,9,4,0,0,1,1,0,39,1728,1.0,96,120500
20,4,68.0,21695,1,1,0,3,0,0,0,6,2,2,0,2,6,9,1988,2007,3,1,14,11,1,260.0,2,2,1,2,4,4,2,808,6,0,72,880,1,0,1,5,1680,0,0,1680,1,0,2,0,3,1,2,5,7,1,2,1,1988.0,0,2,540,5,5,2,292,44,0,182,0,0,3,4,1,0,12,2009,9,4,0,0,1,1,1,21,2560,3.0,518,222000
20,4,64.0,7314,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,1,13,14,3,82.0,2,4,2,2,4,0,2,724,6,0,508,1232,1,0,1,5,1232,0,0,1232,1,0,2,0,2,1,2,6,7,0,3,1,2007.0,2,2,632,5,5,2,132,0,0,0,0,0,3,4,1,0,2,2009,9,4,0,0,1,1,0,2,2464,3.0,132,194500
90,4,85.0,11475,1,1,3,3,0,0,0,12,2,2,2,2,5,5,1958,1958,1,1,13,14,1,95.0,3,4,1,4,4,4,6,0,6,0,1584,1584,1,4,1,5,1776,0,0,1776,1,0,2,0,4,2,4,9,7,0,3,5,1968.0,3,3,888,5,5,2,0,25,0,0,0,0,3,4,1,0,7,2009,0,0,0,0,1,1,0,51,3360,3.0,25,110000
